realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,lng,lat,city,day_type
294.7087969,Private room,FALSE,TRUE,3,FALSE,0,0,9,95,3,1.757117285,0.256398503,13.39097,52.52585,berlin,weekend
131.9617381,Private room,FALSE,TRUE,2,FALSE,1,0,10,92,1,4.572625582,0.56966279,2.21099,41.41442,barcelona,weekday
414.4029728,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,100,1,3.492330174,0.191828163,-0.17723,51.51308,london,weekday
146.3027017,Private room,FALSE,TRUE,2,TRUE,0,0,9,96,0,3.004488164,0.142467439,13.41525,52.55042,berlin,weekend
161.2452232,Private room,FALSE,TRUE,2,FALSE,0,1,9,91,1,2.117069209,0.108170878,2.37964,48.86348,paris,weekend
428.7445242,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,96,1,4.922892638,0.185278599,2.29235,48.87589,paris,weekday
275.6547675,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,92,0,2.065571322,0.272814979,2.343,48.874,paris,weekday
220.180913,Entire home/apt,FALSE,FALSE,5,TRUE,1,0,9,98,2,1.610690271,0.160551136,16.35891,48.19791,vienna,weekday
134.5112835,Entire home/apt,FALSE,FALSE,5,FALSE,0,0,9,91,2,1.529243312,0.236480707,23.718,37.976,athens,weekend
154.1958616,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,8,67,0,0.950546597,0.097540282,23.72466,37.97663,athens,weekend
122.5334556,Private room,FALSE,TRUE,2,TRUE,0,0,10,100,1,5.755690772,2.1290847,-0.17455,51.46574,london,weekend
174.510219,Private room,FALSE,TRUE,2,FALSE,0,1,9,87,1,4.2581992,0.545725252,-0.06893,51.51966,london,weekend
268.1154307,Private room,FALSE,TRUE,2,FALSE,0,1,9,87,1,9.523273118,0.287546613,-0.165,51.426,london,weekend
399.6178581,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,10,93,0,1.762059518,0.101416504,2.3732,48.86488,paris,weekend
83.42511658,Entire home/apt,FALSE,FALSE,6,TRUE,1,0,9,98,2,1.380347293,0.537181634,23.75,37.971,athens,weekday
442.6686664,Private room,FALSE,TRUE,2,FALSE,0,0,9,88,1,0.816692871,0.943060028,4.88623,52.37925,amsterdam,weekend
116.0877943,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,1,1.010195837,0.441499563,19.05356,47.48948,budapest,weekday
126.7154513,Private room,FALSE,TRUE,3,FALSE,0,1,10,90,1,2.377149205,0.320086566,12.518,41.883,rome,weekday
211.5384615,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,10,98,1,2.08618252,0.455916892,-9.16089,38.72109,lisbon,weekday
622.8762918,Entire home/apt,FALSE,FALSE,2,TRUE,1,0,10,98,1,1.750366502,1.635597226,4.86941,52.36713,amsterdam,weekday
207.6076029,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,98,1,3.554432801,0.330010159,12.479,41.874,rome,weekday
71.90863374,Private room,FALSE,TRUE,3,FALSE,1,0,10,90,1,14.96410157,7.08463443,19.24247,47.45573,budapest,weekend
180.9106461,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,10,97,2,1.321844818,0.568049973,23.72304,37.96877,athens,weekend
238.9774859,Private room,FALSE,TRUE,4,FALSE,0,1,10,83,1,2.486798874,0.206437156,-9.14295,38.73463,lisbon,weekday
453.6795315,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,3.659052547,0.140713638,-0.075,51.5111,london,weekend
206.4498089,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,91,1,3.102335666,0.413251263,2.39277,48.86559,paris,weekday
144.9004394,Private room,FALSE,TRUE,2,TRUE,1,0,10,96,1,5.742260818,0.397068557,13.43378,52.47289,berlin,weekend
126.7154513,Private room,FALSE,TRUE,4,TRUE,1,0,10,96,2,4.416651729,1.414502653,12.45762,41.92254,rome,weekend
150.743199,Private room,FALSE,TRUE,2,FALSE,0,0,8,98,1,3.939901828,0.940557244,13.45794,52.49859,berlin,weekday
336.0052195,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,84,1,1.039489534,0.133932988,2.36542,48.86075,paris,weekday
236.1302691,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,10,100,1,3.004231842,0.520218988,12.46696,41.90691,rome,weekday
191.4088062,Private room,FALSE,TRUE,4,FALSE,0,0,9,93,1,1.164587745,0.181720239,13.41033,52.53318,berlin,weekend
455.3080436,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,90,1,1.993623616,0.255618692,2.37871,48.85127,paris,weekday
793.9979774,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,75,3,2.46629927,0.146462944,-0.15498,51.52238,london,weekday
230.4851949,Private room,FALSE,TRUE,2,FALSE,0,0,10,98,1,3.422472456,0.466737963,-0.0912,51.52913,london,weekday
428.9775375,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,2,7.121027679,0.139376892,2.25843,48.84144,paris,weekend
277.2777219,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,8,89,1,2.513453349,1.515525343,12.473,41.895,rome,weekend
149.6497312,Private room,FALSE,TRUE,2,TRUE,1,0,10,100,1,3.255600627,0.16771106,2.14596,41.4102,barcelona,weekend
129.7175354,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,98,1,1.324936358,0.270337139,19.06518,47.48923,budapest,weekday
138.4050686,Private room,FALSE,TRUE,2,FALSE,0,1,8,84,1,0.239104747,0.275789405,12.50069,41.89906,rome,weekday
144.0160849,Private room,FALSE,TRUE,2,FALSE,0,1,10,95,1,5.180532521,0.261264347,12.43983,41.90148,rome,weekday
120.4508706,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,96,1,1.200460089,0.27526297,23.72914,37.96595,athens,weekday
189.6055923,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,9,95,1,3.887544031,0.272381072,12.45615,41.9071,rome,weekend
162.0180955,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,10,93,1,3.237219483,1.94630421,12.488,41.928,rome,weekend
391.8359713,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,10,100,2,5.438650534,0.128090559,12.47896,41.85511,rome,weekday
278.2179141,Shared room,TRUE,FALSE,3,TRUE,0,0,10,97,1,1.138889629,0.25563244,2.36498,48.85026,paris,weekday
332.5572097,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,90,1,7.147054345,0.231871057,-0.21026,51.47015,london,weekday
406.8146135,Private room,FALSE,TRUE,4,TRUE,0,0,9,98,1,5.036504274,1.246615178,4.82115,52.38375,amsterdam,weekend
257.9737336,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,10,95,2,1.861025225,0.328816107,-9.1318,38.72798,lisbon,weekend
516.7101766,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,92,2,6.480420594,0.427801628,-0.1915,51.55074,london,weekday
128.5557348,Private room,FALSE,TRUE,2,FALSE,1,0,9,91,1,3.797298142,0.920842257,16.32266,48.20636,vienna,weekday
90.45532304,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,99,1,3.912895996,0.457621842,23.77215,37.99545,athens,weekday
252.3452158,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,100,1,1.056187324,0.5240781,-9.12989,38.71806,lisbon,weekend
208.7033748,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,9,93,1,4.145561072,0.368196236,13.39184,52.48935,berlin,weekend
145.2272407,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,9,92,1,2.248713592,0.492257683,19.02465,47.49585,budapest,weekend
381.9210091,Private room,FALSE,TRUE,2,FALSE,0,0,10,96,1,0.371835606,0.014944009,2.17343,41.38928,barcelona,weekday
197.0801209,Entire home/apt,FALSE,FALSE,6,TRUE,0,0,10,98,3,2.318596553,0.395683596,23.70901,37.97553,athens,weekday
609.5188995,Private room,FALSE,TRUE,6,FALSE,0,1,10,98,2,1.901027492,0.233621168,23.7203,37.98783,athens,weekday
1576.640967,Entire home/apt,FALSE,FALSE,6,TRUE,1,0,10,100,3,1.67800141,1.749884397,4.86982,52.37818,amsterdam,weekday
69.59904389,Entire home/apt,FALSE,FALSE,3,TRUE,0,0,10,100,1,4.729233025,0.729507619,23.74,38.018,athens,weekend
220.1551837,Private room,FALSE,TRUE,2,FALSE,0,0,10,93,1,2.536627721,0.928704669,13.45392,52.52418,berlin,weekend
161.5505108,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,2.202688856,0.65862358,12.513,41.919,rome,weekend
153.3432113,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,93,1,11.54554099,7.506999446,-0.02209,51.42813,london,weekend
245.4819629,Private room,FALSE,TRUE,4,TRUE,1,0,10,100,2,2.643498364,1.285341157,12.47044,41.8996,rome,weekday
229.8256333,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,9,93,2,1.048545312,0.389910031,19.0559,47.50792,budapest,weekend
2286.956725,Entire home/apt,FALSE,FALSE,5,FALSE,0,0,10,93,2,4.716132243,1.118127829,12.4699,41.86597,rome,weekday
130.2223365,Private room,FALSE,TRUE,3,FALSE,1,0,9,85,1,1.785369878,0.271419575,12.51736,41.91231,rome,weekday
356.4314672,Private room,FALSE,TRUE,2,TRUE,0,0,10,95,1,0.443551855,0.552573532,4.88697,52.37458,amsterdam,weekday
440.9005629,Private room,FALSE,TRUE,2,FALSE,0,1,9,80,1,1.440740271,0.319294427,-9.147,38.724,lisbon,weekend
185.3631102,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,10,100,2,1.722226401,1.026935866,23.74595,37.98863,athens,weekday
138.1712763,Private room,FALSE,TRUE,2,TRUE,1,0,10,94,1,1.501618473,0.536527165,12.513,41.89,rome,weekday
220.4146507,Private room,FALSE,TRUE,3,TRUE,0,1,10,95,1,1.397005893,0.287729144,16.35954,48.20023,vienna,weekday
358.4279969,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,91,1,2.500532368,0.368099839,-0.13542,51.4864,london,weekend
196.3855703,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,89,1,2.21936734,0.258528086,12.52353,41.91297,rome,weekend
519.5381883,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,89,1,2.008519227,0.243752956,13.39481,52.51118,berlin,weekday
127.6058708,Private room,FALSE,TRUE,2,FALSE,1,0,10,96,1,1.704641151,0.90830636,13.424,52.53806,berlin,weekend
162.8519058,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,10,96,2,1.958766998,1.203675067,19.0312,47.49038,budapest,weekend
527.0761488,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,93,1,1.543201474,0.54913026,2.33201,48.85891,paris,weekday
175.891182,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,10,95,1,5.385559037,4.308208158,-9.20042,38.70306,lisbon,weekend
108.0979461,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,10,96,0,1.371365181,0.174848255,19.07228,47.49696,budapest,weekend
206.2607305,Private room,FALSE,TRUE,2,FALSE,0,0,10,88,1,7.462703239,0.424882174,-0.15771,51.44396,london,weekend
418.8715633,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,10,95,0,3.305343908,0.909384474,-0.11799,51.53743,london,weekend
402.3566268,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,10,100,2,2.767855061,1.250597269,12.4689,41.90048,rome,weekend
996.7308733,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,6,90,1,1.541700777,0.23909936,-0.14696,51.51501,london,weekend
101.2320857,Private room,FALSE,TRUE,3,FALSE,1,0,9,89,1,2.662893329,1.774549363,12.49213,41.92362,rome,weekend
119.6127274,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,8,80,1,2.260876052,1.112084382,19.02676,47.49037,budapest,weekend
467.65775,Private room,FALSE,TRUE,2,FALSE,0,1,10,100,1,3.371012755,0.146338661,2.30854,48.84829,paris,weekend
319.0519599,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,9,87,2,2.759408984,0.281416523,16.40458,48.22228,vienna,weekday
706.9624383,Entire home/apt,FALSE,FALSE,5,FALSE,0,0,9,95,2,6.628080305,0.478653969,2.26245,48.85443,paris,weekday
222.2947153,Private room,FALSE,TRUE,2,FALSE,1,0,9,92,1,2.061817389,0.289721453,2.36113,48.87427,paris,weekday
148.6866792,Entire home/apt,FALSE,FALSE,2,TRUE,1,0,10,96,1,5.358294429,4.251582421,-9.20036,38.70416,lisbon,weekday
475.3471899,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,100,1,4.348826299,0.129848499,2.29398,48.85142,paris,weekday
308.0436201,Private room,FALSE,TRUE,2,FALSE,1,0,10,88,1,2.163334223,0.184888741,2.35447,48.83714,paris,weekday
362.5981106,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,100,1,1.28242137,0.385668287,19.047,47.509,budapest,weekend
103.4831487,Private room,FALSE,TRUE,2,FALSE,0,0,8,80,1,7.59540839,3.614682687,-0.04135,51.4663,london,weekday
125.0350566,Private room,FALSE,TRUE,2,FALSE,0,0,9,100,1,2.319517225,0.858146964,13.45074,52.52354,berlin,weekend
242.2446436,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,1,9.845775832,0.492514602,-0.1672,51.42338,london,weekend
175.8118439,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,10,97,1,3.994043338,0.284445196,12.45501,41.90776,rome,weekend
121.8569119,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,95,0,1.0920387,0.311413078,23.72349,37.97839,athens,weekend
113.8302597,Private room,FALSE,TRUE,2,FALSE,1,0,10,99,1,3.260044564,0.569432413,16.34817,48.18466,vienna,weekend
195.4981825,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,8,88,0,2.576125606,0.154884984,2.36404,48.87851,paris,weekend
270.4033771,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,8,85,1,0.759044771,0.626691876,-9.14813,38.71081,lisbon,weekend
206.0255415,Private room,FALSE,TRUE,2,FALSE,0,1,10,93,1,9.933675963,0.600786696,-0.1666,51.42245,london,weekend
112.4278335,Private room,FALSE,TRUE,2,FALSE,0,0,10,99,1,3.472588297,0.20120551,16.3287,48.20001,vienna,weekend
295.0343308,Private room,FALSE,TRUE,2,FALSE,0,1,8,86,1,4.880430261,0.884337244,4.84422,52.34116,amsterdam,weekday
104.1275797,Private room,FALSE,TRUE,2,FALSE,1,0,10,80,1,1.63253815,0.427931205,-9.12196,38.71735,lisbon,weekday
320.5293059,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,9,97,2,2.593674904,1.562118755,12.472,41.895,rome,weekday
126.7154513,Private room,FALSE,TRUE,2,TRUE,1,0,10,96,1,2.583370551,0.403206359,12.52773,41.91423,rome,weekday
161.984779,Private room,FALSE,TRUE,2,FALSE,0,0,10,93,1,3.719916157,0.61608699,2.12783,41.37649,barcelona,weekend
120.919551,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,1,4.027253223,0.685298779,23.721,38.01,athens,weekday
126.9492437,Private room,FALSE,TRUE,3,FALSE,0,1,10,95,1,0.982233959,0.852400502,12.51337,41.89785,rome,weekend
173.8804396,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,10,99,2,3.845119673,0.786422955,23.76657,37.99986,athens,weekday
140.9767844,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,10,96,1,3.064636926,0.663837665,12.53728,41.9096,rome,weekend
148.6394318,Private room,FALSE,TRUE,2,FALSE,0,1,9,80,1,4.705194482,0.722746211,-0.06008,51.51253,london,weekend
314.1434682,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,100,1,1.827365957,0.166924187,16.35591,48.19715,vienna,weekday
178.2551962,Entire home/apt,FALSE,FALSE,2,TRUE,1,0,10,95,0,4.179511858,0.279887917,2.35194,48.89416,paris,weekday
291.7448405,Entire home/apt,FALSE,FALSE,2,TRUE,0,1,10,96,1,0.268060992,0.243626025,-9.1426,38.71302,lisbon,weekday
382.6775713,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,9,100,3,1.485842646,0.225995704,23.75229,37.97594,athens,weekday
317.0224207,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,98,1,2.913594584,1.636388873,12.46765,41.89642,rome,weekday
115.9984065,Entire home/apt,FALSE,FALSE,5,TRUE,1,0,10,100,2,2.134003094,0.724372051,23.71977,37.96085,athens,weekend
121.7631112,Private room,FALSE,TRUE,2,FALSE,1,0,9,98,1,4.323804362,0.264735461,13.37099,52.5506,berlin,weekday
174.510219,Private room,FALSE,TRUE,2,TRUE,1,0,10,100,1,7.625421895,1.286673396,-0.02887,51.53849,london,weekday
497.8950587,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,9,100,1,0.734576169,0.308133764,-0.13539,51.51273,london,weekday
1118.088384,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,90,2,0.465354454,0.139034972,-0.12714,51.5125,london,weekday
202.9386263,Entire home/apt,FALSE,FALSE,5,FALSE,1,0,8,90,2,2.686802933,0.388959011,23.75966,37.99028,athens,weekend
168.2568031,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,9,90,2,2.280520796,0.165365689,19.02583,47.50566,budapest,weekday
210.9061936,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,93,1,1.27219939,0.193589811,23.72703,37.96621,athens,weekend
250.5375339,Private room,FALSE,TRUE,2,FALSE,0,1,10,100,1,4.993840756,0.386306953,13.361,52.494,berlin,weekday
208.494028,Private room,FALSE,TRUE,4,FALSE,0,0,10,100,2,2.789602036,0.53545048,16.35226,48.18791,vienna,weekend
240.0205665,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,1,6.431913964,0.659428172,13.45164,52.46972,berlin,weekday
93.97042626,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,1,1.937161662,0.253277487,23.728,37.992,athens,weekday
127.6058708,Private room,FALSE,TRUE,2,FALSE,0,0,10,91,1,5.808158751,3.315702414,13.49559,52.5435,berlin,weekend
401.1876651,Entire home/apt,FALSE,FALSE,6,FALSE,1,0,10,91,3,2.279899502,0.88902629,12.47478,41.90125,rome,weekday
142.8137344,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,9,90,1,3.127923027,0.583712125,16.36827,48.18062,vienna,weekday
2200.192855,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,100,2,1.895791673,0.516681639,-0.14961,51.49832,london,weekday
385.8700718,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,10,100,0,4.234968158,0.127858327,2.30533,48.87831,paris,weekend
351.8427056,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,8,85,1,5.639051556,0.362883452,-0.20629,51.52067,london,weekday
108.9682,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,9,95,1,1.426374838,0.503048316,23.732,37.963,athens,weekday
312.9369,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,100,1,1.860553191,0.228008575,2.37779,48.85922,paris,weekday
219.1961241,Private room,FALSE,TRUE,2,FALSE,0,1,10,95,1,2.470549364,0.61236424,-0.1129,51.52857,london,weekend
141.8189515,Private room,FALSE,TRUE,2,FALSE,0,0,9,95,1,4.980329575,0.319434206,-0.1377,51.55263,london,weekday
158.6483256,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,9,94,3,1.583747529,0.520500153,23.73196,37.96156,athens,weekend
96.46751794,Shared room,TRUE,FALSE,6,FALSE,0,1,8,92,1,4.306579079,0.020259991,2.37703,48.89184,paris,weekday
184.4621607,Entire home/apt,FALSE,FALSE,3,TRUE,1,0,10,98,2,0.920274043,0.924130455,12.51315,41.89936,rome,weekend
348.55006,Entire home/apt,FALSE,FALSE,5,FALSE,0,1,9,86,1,6.001936892,0.388357703,-0.13492,51.56207,london,weekday
328.1677302,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,100,1,1.80805883,0.152464511,16.35617,48.19722,vienna,weekday
245.5885455,Private room,FALSE,TRUE,2,FALSE,1,0,10,89,1,4.857009642,0.21601226,4.83453,52.34833,amsterdam,weekend
168.1601167,Private room,FALSE,TRUE,2,FALSE,0,0,4,80,1,5.530891492,0.633879316,-0.12921,51.55802,london,weekday
83.42511658,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,95,2,4.458615898,0.456590682,23.73165,38.01561,athens,weekday
112.9217029,Private room,FALSE,TRUE,4,TRUE,1,0,10,95,1,2.773117339,0.5329337,12.53437,41.90775,rome,weekday
199.108818,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,10,92,0,0.856598309,0.562885747,-9.12995,38.71381,lisbon,weekend
208.5321293,Private room,FALSE,TRUE,4,FALSE,0,1,8,85,1,4.566290295,1.058970329,2.15677,41.42704,barcelona,weekend
116.7014271,Entire home/apt,FALSE,FALSE,2,TRUE,1,0,10,98,1,2.213266825,0.581365242,23.73642,37.99548,athens,weekday
556.2028148,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,93,2,5.161903244,0.11680275,2.28842,48.87541,paris,weekday
137.6641651,Private room,FALSE,TRUE,3,FALSE,0,1,10,92,1,1.164840538,0.303768651,-9.132,38.721,lisbon,weekend
206.9062259,Entire home/apt,FALSE,FALSE,6,FALSE,0,0,9,83,2,4.226627525,0.583966389,12.45432,41.91375,rome,weekend
416.1503752,Private room,FALSE,TRUE,2,FALSE,0,1,8,80,1,2.321088631,1.393136898,12.4753,41.89528,rome,weekend
121.8569119,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,99,1,1.717515072,0.375641177,23.75319,37.98195,athens,weekday
368.1988743,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,93,2,2.064707836,1.496811855,-9.16258,38.70759,lisbon,weekday
301.5216324,Entire home/apt,FALSE,FALSE,5,TRUE,0,0,10,99,2,2.614035089,0.215801353,16.343,48.197,vienna,weekend
276.5214538,Private room,FALSE,TRUE,2,FALSE,0,0,10,96,1,3.011473855,0.897194001,4.85088,52.3813,amsterdam,weekend
296.1599403,Private room,FALSE,TRUE,2,TRUE,0,0,10,97,1,0.699820606,0.19370939,2.35385,48.86282,paris,weekday
203.0956848,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,87,1,3.529503793,2.692021464,-9.17865,38.7036,lisbon,weekday
185.2584542,Private room,FALSE,TRUE,2,FALSE,0,1,9,88,1,0.965685221,0.370508704,2.17763,41.3806,barcelona,weekend
181.5196998,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,8,86,1,2.135510957,0.29888619,-9.13332,38.73097,lisbon,weekend
247.9956992,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,8,78,1,4.460651634,0.334099303,16.33363,48.17863,vienna,weekend
370.2841716,Private room,FALSE,TRUE,4,FALSE,0,1,8,78,1,1.4435177,0.562661223,2.154,41.392,barcelona,weekday
100.89607,Private room,FALSE,TRUE,2,FALSE,0,1,7,79,1,5.315155306,0.331079338,-0.05533,51.52425,london,weekday
538.7268152,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,94,1,2.195734371,0.239162973,2.3722,48.87158,paris,weekday
336.0052195,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,10,96,1,2.809765396,0.319439637,2.35912,48.88149,paris,weekday
329.734942,Entire home/apt,FALSE,FALSE,5,TRUE,1,0,10,98,2,7.996635113,1.854961279,-0.02935,51.54595,london,weekend
368.6905291,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,10,88,2,1.004811674,0.506644486,12.49029,41.89945,rome,weekend
231.5730677,Private room,FALSE,TRUE,2,TRUE,1,0,10,96,1,2.17934519,0.293342672,2.14888,41.39863,barcelona,weekday
129.3539359,Private room,FALSE,TRUE,2,FALSE,0,0,8,91,1,3.357488776,0.382093003,-0.10626,51.53543,london,weekday
162.4287183,Private room,FALSE,TRUE,2,FALSE,0,0,9,92,1,2.520477988,0.435770594,13.4496,52.51308,berlin,weekend
254.9780312,Entire home/apt,FALSE,FALSE,2,FALSE,0,0,10,99,1,9.601650438,0.309695851,13.31994,52.46041,berlin,weekday
143.8848921,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,95,0,0.278964899,0.284883491,23.7325,37.9766,athens,weekday
476.96324,Entire home/apt,FALSE,FALSE,6,FALSE,0,1,6,69,2,1.976142263,0.479928093,-0.13923,51.49214,london,weekday
253.664695,Entire home/apt,FALSE,FALSE,2,TRUE,1,0,10,97,1,2.738058983,1.358660715,12.47341,41.8889,rome,weekday
703.4672383,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,8,96,1,1.079775183,0.086950989,2.36606,48.86071,paris,weekend
343.3084152,Entire home/apt,FALSE,FALSE,6,TRUE,0,1,10,90,0,0.413345044,0.392949342,23.73104,37.97415,athens,weekend
134.3991772,Private room,FALSE,TRUE,2,FALSE,0,0,9,90,1,8.50704239,1.318165367,16.29918,48.15043,vienna,weekend
115.4934187,Private room,FALSE,TRUE,2,FALSE,0,0,9,91,1,4.267339235,1.217807948,12.46852,41.87188,rome,weekday
333.4896811,Entire home/apt,FALSE,FALSE,6,TRUE,0,1,9,84,3,1.234177044,0.545042454,-9.14483,38.72272,lisbon,weekend
202.8606151,Entire home/apt,FALSE,FALSE,3,TRUE,1,0,10,97,1,13.62054953,5.514003265,13.58363,52.45568,berlin,weekend
327.3921201,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,10,97,2,1.134015906,0.644981235,-9.144,38.722,lisbon,weekday
115.9984065,Entire home/apt,FALSE,FALSE,5,FALSE,0,0,9,90,2,2.22998411,0.255511451,23.729,37.995,athens,weekend
142.2893295,Private room,FALSE,TRUE,2,FALSE,0,0,10,97,1,6.292760114,1.067209287,-0.0372,51.50364,london,weekday
836.7508621,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,9,95,1,1.659044045,0.216789207,2.36419,48.86944,paris,weekday
176.6241029,Private room,FALSE,TRUE,2,FALSE,1,0,10,100,1,4.127754174,0.277577492,2.37324,48.89115,paris,weekday
271.4329133,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,10,97,1,1.503757448,0.664405891,12.49812,41.88769,rome,weekend
128.5407123,Private room,FALSE,TRUE,2,FALSE,0,1,9,89,1,8.40425525,0.603068426,13.29334,52.51586,berlin,weekend
196.1476046,Private room,FALSE,TRUE,2,FALSE,0,0,10,100,1,9.166101573,0.721679362,-0.17619,51.43176,london,weekday
364.8988722,Entire home/apt,FALSE,FALSE,3,FALSE,1,0,10,93,0,0.883482798,0.410654076,2.36189,48.86174,paris,weekend
254.2175412,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,0,1.516044703,0.084479914,2.36504,48.86753,paris,weekend
278.4466837,Private room,FALSE,TRUE,3,FALSE,0,0,7,73,2,7.04013369,2.788908851,12.42655,41.9295,rome,weekend
769.773513,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,8,77,2,4.427062639,1.428975286,-0.07387,51.48683,london,weekday
291.3991392,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,10,96,0,3.494695621,0.317112144,-0.08885,51.52844,london,weekend
301.5216324,Entire home/apt,FALSE,FALSE,4,TRUE,0,0,10,100,1,6.336687527,0.48933768,16.296,48.185,vienna,weekend
90.31256615,Private room,FALSE,TRUE,4,FALSE,0,0,10,80,2,9.994522779,5.898659933,-0.0198,51.44879,london,weekend
364.4465291,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,10,100,0,7.910481047,0.399276978,-9.09801,38.77577,lisbon,weekend
182.3580296,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,91,1,1.50969234,0.601990565,12.5007,41.88733,rome,weekday
